@relation afterProcGTZAN-weka.filters.unsupervised.attribute.NumericToNominal-R23

@attribute RMS_Energy numeric
@attribute Roll_Off_85 numeric
@attribute Roll_Off_90 numeric
@attribute MFCC_1 numeric
@attribute MFCC_2 numeric
@attribute MFCC_3 numeric
@attribute MFCC_4 numeric
@attribute MFCC_5 numeric
@attribute MFCC_6 numeric
@attribute MFCC_7 numeric
@attribute MFCC_8 numeric
@attribute MFCC_9 numeric
@attribute MFCC_10 numeric
@attribute MFCC_11 numeric
@attribute MFCC_12 numeric
@attribute MFCC_13 numeric
@attribute Zero_Crossing_Rate numeric
@attribute Spectral_Flatness numeric
@attribute Spectral_Kurtosis numeric
@attribute Spectral_Brightness numeric
@attribute Spectral_Irregularity numeric
@attribute Spectral_Centroid numeric
@attribute Class {0,1}

@data
0.097922,0.52556,0.63864,0.352236,0.399337,0.436601,0.523085,0.383394,0.417037,0.545923,0.564482,0.433464,0.341635,0.477713,0.580762,0.539295,0.655774,0.669754,0.098073,0.719985,0.123453,0.461998,0
0.155267,0.573776,0.683688,0.335335,0.387322,0.304973,0.404406,0.405578,0.333057,0.573837,0.725318,0.594082,0.480855,0.335086,0.487487,0.497988,0.688823,0.730651,0.081426,0.676898,0.171643,0.490639,0
0.173629,0.352334,0.417613,0.392959,0.283869,0.336108,0.286899,0.372468,0.197032,0.564158,0.706287,0.523574,0.382535,0.297831,0.491096,0.520411,0.548645,0.442021,0.19152,0.615201,0.183278,0.356556,0
0.125754,0.455108,0.597278,0.337487,0.372582,0.490926,0.476657,0.311421,0.300989,0.487196,0.37088,0.381867,0.408375,0.376032,0.514829,0.526664,0.589306,0.600918,0.124579,0.730543,0.232083,0.441225,0
0.191678,0.464965,0.63503,0.296684,0.341968,0.509647,0.44644,0.455473,0.430788,0.470582,0.398718,0.358044,0.371588,0.353947,0.480672,0.511196,0.631823,0.635324,0.119207,0.78204,0.129934,0.485091,0
0.432382,0.247345,0.266902,0.384001,0,0.382228,0.480508,0.577387,0.430292,0.413981,0.318258,0.419449,0.290421,0.418459,0.727808,0.357595,0.536948,0.241797,0.437879,0.715382,0.120931,0.320796,0
0.414842,0.296859,0.34677,0.468356,0.248457,0.40606,0.405373,0.549471,0.479097,0.468784,0.385222,0.411594,0.332025,0.233994,0.49143,0.35323,0.525622,0.352916,0.233805,0.55744,0.241892,0.312059,0
0.226569,0.271644,0.315033,0.524465,0.240207,0.348783,0.339654,0.628148,0.619117,0.479445,0.40609,0.370652,0.29268,0.24428,0.466145,0.463753,0.533791,0.306255,0.286567,0.4495,0.340228,0.272595,0
0.246903,0.444563,0.615402,0.329714,0.308896,0.524434,0.514779,0.624953,0.428867,0.603278,0.379548,0.409002,0.412117,0.280894,0.445375,0.43659,0.568511,0.595236,0.137791,0.765838,0.167289,0.471322,0
0.215932,0.315428,0.391442,0.436714,0.381658,0.640821,0.487782,0.494666,0.548495,0.632091,0.331967,0.446845,0.407438,0.285833,0.498591,0.266204,0.593019,0.387842,0.199917,0.628405,0.350121,0.341961,0
0.268516,0.402231,0.52117,0.371276,0.389993,0.56068,0.511774,0.529327,0.411641,0.559816,0.392276,0.359247,0.435575,0.369225,0.498681,0.473971,0.560527,0.566561,0.139725,0.699895,0.108306,0.418465,0
0.383714,0.301979,0.326239,0.494535,0.384022,0.61899,0.389872,0.355941,0.263939,0.504546,0.18605,0.270571,0.56161,0.294793,0.389647,0.446212,0.50984,0.275417,0.256045,0.533077,0.49696,0.277087,0
0.317165,0.350042,0.416034,0.400888,0.357824,0.553653,0.495597,0.414107,0.39106,0.573746,0.218577,0.221139,0.440047,0.240605,0.431108,0.488951,0.522466,0.422619,0.180502,0.655698,0.41411,0.356344,0
0.185781,0.332085,0.397082,0.354273,0.39619,0.668198,0.387629,0.346291,0.402934,0.435391,0.230292,0.402652,0.351299,0.291746,0.513124,0.501369,0.584107,0.385144,0.200287,0.731881,0.136167,0.384622,0
0.336167,0.401238,0.541701,0.353797,0.493849,0.669724,0.399795,0.412415,0.437193,0.41235,0.309197,0.387867,0.407866,0.345833,0.46652,0.479261,0.614371,0.488334,0.125167,0.701094,0.311509,0.426361,0
0.468564,0.371437,0.481086,0.377637,0.349161,0.511997,0.349201,0.388589,0.388002,0.495386,0.296425,0.332316,0.401405,0.185037,0.302129,0.426067,0.651133,0.455579,0.149047,0.652185,0.505027,0.395753,0
0.549473,0.24681,0.299316,0.505803,0.225312,0.489438,0.412113,0.447085,0.374503,0.491075,0.241549,0.382693,0.425743,0.179363,0.379206,0.383479,0.511511,0.248662,0.322135,0.550962,0.216132,0.274681,0
0.44733,0.269351,0.37234,0.436794,0.418139,0.620608,0.543719,0.329362,0.276568,0.610051,0.081958,0.34777,0.246019,0.351698,0.63449,0.446521,0.481619,0.282991,0.236192,0.542189,0.300786,0.273285,0
0.213966,0.507909,0.692637,0.383522,0.341703,0.466197,0.474986,0.397723,0.355372,0.558283,0.388647,0.449483,0.514223,0.386979,0.511789,0.391846,0.607687,0.638618,0.108231,0.709288,0.242047,0.470561,0
0.181706,0.374341,0.466571,0.361746,0.366446,0.674366,0.520709,0.462951,0.396832,0.589193,0.362409,0.463439,0.410433,0.388465,0.548227,0.479318,0.600074,0.485515,0.174166,0.771624,0.141015,0.429466,0
0.331105,0.374647,0.545612,0.437941,0.295381,0.435376,0.481967,0.551939,0.427957,0.496209,0.319584,0.279775,0.34147,0.282313,0.433168,0.407147,0.59339,0.511801,0.154768,0.597519,0.108738,0.379773,0
0.471154,0.308933,0.334361,0.470863,0.171221,0.280694,0.297192,0.549836,0.413984,0.461513,0.314243,0.468012,0.597796,0.288124,0.659712,0.624275,0.58355,0.306778,0.274602,0.514279,0.321852,0.314267,0
0.392678,0.293727,0.327593,0.508288,0.311674,0.313901,0.064147,0.507108,0.582887,0.645132,0.390072,0.462549,0.339869,0.31174,0.466771,0.450402,0.534348,0.283703,0.278346,0.40506,0.241237,0.276353,0
0.347869,0.444563,0.561555,0.340898,0.482664,0.648656,0.548245,0.512356,0.408149,0.570342,0.230131,0.461842,0.319862,0.224522,0.645875,0.339001,0.598032,0.504563,0.129389,0.679371,0.580462,0.428467,0
0.393466,0.314816,0.362789,0.463701,0.311275,0.464691,0.382273,0.536475,0.464308,0.456745,0.30664,0.364083,0.351354,0.228469,0.520093,0.442412,0.571482,0.373055,0.213212,0.532511,0.494947,0.318417,0
0.481177,0.298846,0.338573,0.482054,0.291673,0.529176,0.426406,0.501698,0.387607,0.468973,0.348158,0.357757,0.377952,0.215565,0.412938,0.389203,0.472521,0.328992,0.230923,0.549531,0.709149,0.303667,0
0.473358,0.353786,0.406708,0.41453,0.418287,0.638249,0.490992,0.449303,0.305162,0.534601,0.184973,0.285909,0.424573,0.232421,0.442651,0.422194,0.429447,0.412571,0.179266,0.605425,0.188394,0.341435,0
0.241254,0.34859,0.382116,0.383588,0.362213,0.644668,0.502698,0.430484,0.389338,0.54367,0.100937,0.279136,0.400097,0.202924,0.568511,0.383138,0.485518,0.379924,0.206797,0.700241,0.219822,0.365195,0
0.172809,0.364331,0.451681,0.38512,0.381703,0.622936,0.550945,0.358943,0.394066,0.607109,0.234951,0.399647,0.424385,0.274365,0.594485,0.532445,0.607315,0.447726,0.180464,0.692572,0.518316,0.382005,0
0.220582,0.497058,0.692863,0.330185,0.439104,0.606954,0.555425,0.47607,0.430208,0.547682,0.231504,0.406379,0.369226,0.44646,0.57613,0.488847,0.628296,0.624484,0.101778,0.727857,0.121036,0.482652,0
0.424816,0.292962,0.368655,0.375901,0.425519,0.756515,0.464894,0.40077,0.528249,0.553268,0.126902,0.508989,0.405872,0.242253,0.596573,0.340484,0.589306,0.316814,0.234242,0.736434,0.404791,0.376308,0
0.405024,0.337281,0.361661,0.411531,0.412955,0.675744,0.418713,0.292256,0.356353,0.603134,0.210015,0.301098,0.499154,0.245957,0.400312,0.349428,0.605459,0.347308,0.211751,0.662378,0.192368,0.340271,0
0.180281,0.484527,0.685944,0.36949,0.398507,0.507322,0.399124,0.363608,0.300827,0.486595,0.372073,0.423926,0.456873,0.366852,0.416471,0.36986,0.680282,0.615445,0.104361,0.69022,0.053967,0.462717,0
0.175232,0.574081,0.70828,0.294822,0.375544,0.541726,0.451188,0.528777,0.495889,0.454614,0.27306,0.31742,0.382551,0.342476,0.464714,0.395887,0.6671,0.643214,0.093695,0.77719,0.232337,0.524216,0
0.160194,0.584397,0.701286,0.261259,0.398887,0.600988,0.515304,0.451466,0.416998,0.497577,0.326722,0.336115,0.35404,0.303454,0.474093,0.340145,0.683439,0.618524,0.093391,0.813646,0.144843,0.531517,0
0.389545,0.666081,0.732421,0.274581,0.430413,0.54162,0.363079,0.326792,0.276164,0.456069,0.34924,0.346813,0.388545,0.374141,0.529747,0.422835,0.744152,0.688122,0.076685,0.803744,0.218354,0.569848,0
0.459222,0.341102,0.403399,0.415996,0.375111,0.621823,0.390945,0.402255,0.289211,0.387896,0.295651,0.338748,0.40029,0.305243,0.362456,0.405348,0.648162,0.410424,0.189458,0.634394,0.100094,0.361644,0
0.407338,0.356919,0.391742,0.407182,0.432741,0.700671,0.361246,0.345169,0.293142,0.51173,0.137653,0.280975,0.421189,0.219735,0.511927,0.434783,0.453212,0.377579,0.181429,0.639978,0.27749,0.359363,0
0.423604,0.348437,0.413477,0.431668,0.374025,0.55038,0.367019,0.314571,0.315186,0.521127,0.229049,0.329028,0.263155,0.216938,0.556194,0.36606,0.436688,0.404166,0.187109,0.60749,0.325313,0.347394,0
0.371265,0.382441,0.473565,0.407808,0.395911,0.521357,0.397378,0.306404,0.234219,0.471531,0.162066,0.339188,0.412252,0.301729,0.487902,0.341444,0.471036,0.471289,0.155971,0.604042,0.440884,0.372387,0
0.321876,0.315733,0.40355,0.49118,0.363428,0.36287,0.298676,0.534446,0.600107,0.538691,0.187106,0.262196,0.38397,0.369028,0.438164,0.38415,0.486632,0.395522,0.202278,0.44377,0.122503,0.301452,0
0.318498,0.308092,0.3488,0.49816,0.266254,0.372604,0.36602,0.638976,0.506198,0.480939,0.320476,0.473444,0.480814,0.372732,0.549716,0.446862,0.543446,0.36111,0.241847,0.493251,0.204978,0.308566,0
0.345731,0.334913,0.391968,0.416952,0.295595,0.479371,0.429613,0.411441,0.38021,0.487168,0.279735,0.438185,0.379577,0.208029,0.538405,0.419623,0.552915,0.414601,0.207033,0.657833,0.177654,0.355228,0
0.39825,0.27172,0.34677,0.433853,0.287148,0.498321,0.412524,0.25199,0.152744,0.50086,0.188628,0.361936,0.342591,0.199273,0.607367,0.344219,0.505384,0.294964,0.261884,0.62082,0.27761,0.302359,0
0.377202,0.289753,0.37264,0.40498,0.379979,0.609539,0.582852,0.305951,0.295913,0.533101,0.009107,0.21538,0.352852,0.231786,0.53914,0.33978,0.54326,0.346908,0.218054,0.605014,0.570576,0.310757,0
0.319237,0.608848,0.728059,0.422663,0.528559,0.433431,0.371518,0.458347,0.445279,0.501801,0.330159,0.336373,0.321971,0.28016,0.361527,0.370616,0.583736,0.670771,0.076972,0.548549,0.393906,0.450557,0
0.37683,0.353404,0.452132,0.503492,0.475701,0.480352,0.422567,0.430924,0.514827,0.549574,0.157048,0.258014,0.380848,0.276919,0.511277,0.424258,0.558485,0.43663,0.169228,0.45552,0.203121,0.308277,0
0.549629,0.420723,0.586975,0.285782,0.367878,0.655263,0.63117,0.479274,0.392732,0.508174,0.248629,0.223599,0.241286,0.206735,0.302424,0.274926,0.48329,0.488851,0.139385,0.73724,0.24453,0.42878,0
0.661415,0.243218,0.309995,0.500827,0.324206,0.445628,0.439547,0.397499,0.43682,0.551409,0.313624,0.205347,0.286919,0.313695,0.581082,0.416497,0.372447,0.285454,0.279228,0.437966,0.70151,0.240207,0
0.473088,0.381753,0.500414,0.406801,0.420327,0.528329,0.494812,0.370323,0.293398,0.535176,0.341056,0.244568,0.320301,0.366789,0.560615,0.389246,0.515039,0.488705,0.150529,0.568409,0.504044,0.350208,0
0.165068,0.471002,0.650071,0.349102,0.448996,0.556795,0.495649,0.314731,0.348097,0.468843,0.140893,0.324789,0.34684,0.338931,0.597074,0.500132,0.527479,0.593056,0.110761,0.66762,0.159584,0.437362,0
0.258207,0.418889,0.454238,0.395737,0.50732,0.584046,0.534177,0.345237,0.317847,0.464434,0.047059,0.3033,0.238316,0.300552,0.474999,0.314943,0.395655,0.421053,0.143424,0.500755,0.296176,0.322428,0
0.40352,0.379766,0.462285,0.407089,0.373798,0.54291,0.454161,0.287801,0.400941,0.565584,0.272662,0.410678,0.304705,0.362559,0.498265,0.478593,0.448013,0.448108,0.161026,0.653683,0.366545,0.378686,0
0.385345,0.238022,0.292998,0.482669,0.131814,0.358846,0.381551,0.311408,0.387657,0.700204,0.393661,0.364828,0.308173,0.337309,0.575649,0.454667,0.52655,0.30098,0.330784,0.625348,0.197918,0.301654,0
0.227578,0.369069,0.439798,0.412699,0.392693,0.554795,0.486365,0.401123,0.306447,0.497212,0.246628,0.418447,0.367941,0.386129,0.460857,0.362862,0.538247,0.445962,0.169849,0.623632,0.528732,0.358594,0
0.234652,0.354703,0.444461,0.393371,0.318821,0.501084,0.536009,0.367512,0.273451,0.541026,0.358492,0.407377,0.395675,0.344694,0.551241,0.433702,0.555143,0.452021,0.184175,0.66555,0.515041,0.362761,0
0.353867,0.348208,0.406107,0.38888,0.417631,0.604493,0.354703,0.401049,0.371906,0.534942,0.477992,0.483358,0.464328,0.428907,0.520394,0.489662,0.569439,0.427513,0.173019,0.625048,0.127945,0.354078,0
0.368776,0.296325,0.331804,0.472463,0.277878,0.503815,0.466734,0.475983,0.293976,0.51378,0.459344,0.369899,0.473792,0.451906,0.518233,0.528995,0.509098,0.342662,0.262628,0.587869,0.61924,0.298875,0
0.389371,0.28769,0.322704,0.54156,0.334361,0.367958,0.315468,0.651627,0.604957,0.537231,0.42757,0.526684,0.518246,0.425094,0.434894,0.451197,0.384701,0.325531,0.261327,0.38553,0.377145,0.256281,0
0.513549,0.247727,0.321125,0.547134,0.352612,0.464509,0.42076,0.523319,0.444371,0.585342,0.256468,0.408097,0.509806,0.244008,0.391466,0.235133,0.388043,0.269971,0.293971,0.401279,0.339696,0.231637,0
0.409353,0.392833,0.488155,0.32876,0.433375,0.680756,0.492076,0.375512,0.471744,0.51853,0.187063,0.396672,0.389591,0.290549,0.586467,0.520313,0.578351,0.471666,0.157794,0.720847,0.36184,0.416264,0
0.292744,0.314281,0.389336,0.446239,0.386115,0.615351,0.471145,0.419348,0.323986,0.475095,0.182005,0.353959,0.410177,0.36361,0.455642,0.488681,0.566469,0.380029,0.215151,0.583098,0.304478,0.320701,0
0.370371,0.302361,0.33955,0.405896,0.330011,0.680924,0.422233,0.367925,0.338049,0.498523,0.09613,0.255839,0.500825,0.256821,0.56951,0.456182,0.419049,0.287454,0.261645,0.691989,0.180891,0.336842,0
0.298787,0.363643,0.389862,0.380224,0.427648,0.685017,0.400965,0.342448,0.369399,0.494167,0.078811,0.30816,0.540419,0.213675,0.486344,0.441925,0.50427,0.3919,0.187494,0.692777,0.270739,0.381369,0
0.260014,0.307939,0.352034,0.49251,0.257635,0.393675,0.334316,0.56854,0.317564,0.344232,0.3659,0.4077,0.535079,0.357093,0.313448,0.396397,0.508912,0.375341,0.235711,0.478802,0.364955,0.306611,0
0.299503,0.314587,0.361209,0.538139,0.398197,0.358895,0.265806,0.468131,0.366149,0.439879,0.198914,0.247411,0.508352,0.397512,0.540266,0.446953,0.434645,0.359754,0.222574,0.37112,0.240047,0.263383,0
0.233842,0.316574,0.365346,0.441603,0.301415,0.478977,0.350582,0.323138,0.15014,0.54689,0.421991,0.371764,0.409853,0.459106,0.51018,0.448313,0.538247,0.359445,0.236023,0.613712,0.211132,0.31905,0
0.319922,0.352869,0.444236,0.360737,0.283768,0.58931,0.498064,0.367885,0.325515,0.577022,0.307788,0.346045,0.415923,0.323091,0.368072,0.367067,0.585592,0.464462,0.190391,0.767702,0.152251,0.407191,0
0.370406,0.294414,0.322253,0.504361,0.262154,0.480187,0.405241,0.508667,0.163627,0.406735,0.311598,0.331555,0.5417,0.217373,0.332407,0.502263,0.518752,0.261268,0.286524,0.531937,0.216008,0.271616,0
0.029376,0.522885,0.644281,0.327746,0.396877,0.398719,0.507618,0.598292,0.499949,0.627467,0.483122,0.456924,0.515548,0.460768,0.562039,0.519632,0.619384,0.715503,0.09198,0.700386,0.205232,0.482121,0
0.029181,0.571942,0.681357,0.351493,0.438947,0.335993,0.498281,0.603681,0.47792,0.652099,0.490766,0.477608,0.480371,0.421753,0.568141,0.489732,0.6127,0.746452,0.074733,0.657027,0.224407,0.491329,0
0.02785,0.588141,0.693766,0.362976,0.454549,0.351468,0.540687,0.585514,0.4611,0.63933,0.418934,0.451933,0.487122,0.412768,0.534405,0.499591,0.601003,0.749036,0.070512,0.644498,0.37603,0.48809,0
0.068269,0.554749,0.675566,0.346917,0.449539,0.38498,0.496526,0.592084,0.475036,0.601409,0.425942,0.431196,0.436829,0.442433,0.531219,0.448273,0.582807,0.735873,0.077902,0.666507,0.405844,0.485332,0
0.391479,0.282188,0.305407,0.448693,0.142812,0.540285,0.456043,0.339447,0.048105,0.395438,0.421771,0.307393,0.542915,0.312647,0.249141,0.577685,0.698106,0.227592,0.357381,0.675796,0.289888,0.301463,0
0.443385,0.495759,0.712943,0.338103,0.301906,0.452168,0.492589,0.442289,0.128287,0.569399,0.285837,0.413275,0.46723,0.360246,0.295917,0.573542,0.726142,0.57263,0.100765,0.756254,0.173286,0.492258,0
0.24329,0.322152,0.357675,0.482526,0.308442,0.439477,0.268,0.498453,0.338627,0.330035,0.200036,0.342816,0.631454,0.439301,0.255009,0.572469,0.577423,0.368453,0.195014,0.519964,0.164068,0.330172,0
0.147237,0.427676,0.539971,0.337924,0.417222,0.564965,0.459589,0.53466,0.344704,0.494246,0.322324,0.221652,0.337213,0.324113,0.349253,0.517902,0.582993,0.518936,0.120925,0.683948,0.257588,0.42521,0
0.141587,0.416215,0.498308,0.455953,0.488117,0.361505,0.229486,0.450142,0.396027,0.518689,0.282327,0.305508,0.468878,0.437305,0.521505,0.605326,0.566283,0.482746,0.129843,0.48104,0.166169,0.356936,0
0.239615,0.300604,0.330526,0.457889,0.355921,0.547543,0.420407,0.527847,0.426295,0.413053,0.200204,0.202096,0.470243,0.385714,0.400204,0.576059,0.508541,0.330608,0.234854,0.550981,0.297392,0.300127,0
0.260212,0.343165,0.334211,0.354809,0.274174,0.664907,0.344814,0.35762,0.34461,0.603585,0.345302,0.188241,0.53379,0.409075,0.549593,0.415239,0.506127,0.299948,0.282661,0.815474,0.201568,0.387652,0
0.190981,0.347444,0.382944,0.45828,0.368969,0.495752,0.423635,0.47804,0.354365,0.491601,0.296257,0.243492,0.347219,0.310468,0.509584,0.43619,0.415336,0.410861,0.200021,0.532225,0.248396,0.315549,0
0.18707,0.351723,0.396932,0.420883,0.347258,0.468848,0.330297,0.486333,0.342653,0.37265,0.276087,0.367182,0.467636,0.347637,0.571894,0.579754,0.432603,0.447633,0.187108,0.599142,0.16247,0.358605,0
0.227587,0.282112,0.282695,0.49731,0.213446,0.52721,0.450152,0.438821,0.306748,0.246566,0.316837,0.42419,0.477715,0.47174,0.439056,0.521174,0.484961,0.279573,0.296708,0.570975,0.150106,0.292578,0
0.229934,0.298006,0.390163,0.390517,0.373963,0.661676,0.541865,0.373921,0.449087,0.437798,0.26239,0.405572,0.300389,0.384082,0.573627,0.426242,0.463238,0.405264,0.204716,0.697366,0.260746,0.361608,0
0.199103,0.309162,0.423253,0.449919,0.409684,0.627573,0.480257,0.405481,0.477225,0.473376,0.33197,0.293546,0.184138,0.411994,0.604134,0.445447,0.391571,0.420812,0.18313,0.591414,0.226312,0.341567,0
0.142359,0.380607,0.488907,0.498341,0.452229,0.396269,0.411134,0.543275,0.506128,0.557415,0.345087,0.299632,0.389159,0.512949,0.639657,0.550777,0.405124,0.501849,0.152683,0.456044,0.298479,0.325507,0
0.080411,0.473523,0.61841,0.382211,0.470448,0.510542,0.53816,0.556812,0.42022,0.555366,0.367762,0.409755,0.389758,0.375131,0.550292,0.536665,0.478091,0.641332,0.108223,0.64215,0.237628,0.432685,0
0.158058,0.421258,0.544258,0.433423,0.457149,0.523941,0.590135,0.474129,0.346686,0.465751,0.259121,0.358006,0.313541,0.394361,0.631046,0.516912,0.409209,0.534262,0.134669,0.550317,0.305508,0.357936,0
0.191698,0.265913,0.336918,0.445462,0.362403,0.617455,0.656468,0.407962,0.345658,0.487911,0.244304,0.257366,0.270912,0.347735,0.481897,0.509125,0.407167,0.330499,0.239704,0.556436,0.317053,0.278859,0
0.217561,0.476121,0.643378,0.370953,0.45747,0.542957,0.528635,0.455028,0.32166,0.528917,0.284502,0.352265,0.304225,0.385236,0.537341,0.472771,0.48329,0.628621,0.108597,0.663442,0.201183,0.438354,0
0.244764,0.315428,0.367226,0.368517,0.389087,0.666536,0.42295,0.20326,0.164615,0.605739,0.191906,0.320375,0.344017,0.405,0.526755,0.414164,0.511511,0.321685,0.240168,0.722951,0.311343,0.348299,0
0.244181,0.379461,0.41829,0.399619,0.352671,0.471591,0.413976,0.463082,0.268315,0.654987,0.204093,0.459232,0.430388,0.270733,0.636817,0.404466,0.488489,0.411784,0.184557,0.676844,0.145266,0.374151,0
0.224387,0.284252,0.339174,0.479931,0.272233,0.4371,0.396558,0.427565,0.30277,0.489767,0.214523,0.380828,0.428984,0.371596,0.533002,0.459364,0.50427,0.331928,0.255344,0.543657,0.159857,0.293581,0
0.212503,0.341178,0.399188,0.439574,0.408877,0.5294,0.450284,0.440991,0.321207,0.595296,0.126392,0.161666,0.398339,0.408237,0.515022,0.49581,0.4443,0.373497,0.186782,0.552856,0.330547,0.309075,0
0.182518,0.406128,0.484921,0.397759,0.442417,0.578695,0.588347,0.418124,0.355078,0.568005,0.202134,0.315819,0.296701,0.368181,0.504292,0.459891,0.42759,0.476841,0.144494,0.609673,0.357085,0.362765,0
0.108439,0.440208,0.534707,0.409199,0.377311,0.386957,0.435282,0.568561,0.381342,0.553532,0.355413,0.523972,0.411411,0.34972,0.533037,0.411889,0.594876,0.585805,0.131598,0.605262,0.199917,0.410303,0
0.151263,0.500191,0.653982,0.337759,0.460758,0.467168,0.532917,0.521766,0.254619,0.525721,0.210767,0.35296,0.26252,0.267177,0.560178,0.491432,0.581508,0.6244,0.092874,0.650304,0.521836,0.45914,0
0.155228,0.356308,0.432203,0.409795,0.386975,0.516302,0.499388,0.414926,0.454786,0.612401,0.190383,0.379005,0.377485,0.3182,0.421836,0.509249,0.488489,0.442058,0.17943,0.631458,0.162555,0.352123,0
0.082916,0.417743,0.498308,0.37779,0.376725,0.417558,0.350155,0.542282,0.473836,0.56769,0.343306,0.459544,0.546592,0.425649,0.462718,0.442566,0.559785,0.558361,0.133781,0.645316,0.276128,0.417273,0
0.085908,0.410025,0.509137,0.404931,0.4624,0.456674,0.413809,0.619165,0.439079,0.45436,0.316458,0.262469,0.431446,0.362312,0.370755,0.551776,0.535091,0.544443,0.12294,0.564233,0.183311,0.38606,0
0.092052,0.451135,0.56336,0.368971,0.416753,0.462296,0.475295,0.467678,0.42815,0.55699,0.372566,0.411613,0.391123,0.423127,0.50982,0.470238,0.498143,0.610626,0.116062,0.660128,0.25032,0.419652,0
0.061347,0.494384,0.669625,0.295838,0.412176,0.518419,0.363414,0.485949,0.450175,0.55452,0.477742,0.434701,0.378937,0.421519,0.507712,0.441677,0.562013,0.671689,0.102417,0.785682,0.22265,0.515286,0
0.045364,0.518759,0.641423,0.342087,0.415501,0.364023,0.48991,0.551904,0.481776,0.650472,0.403311,0.474516,0.439743,0.411892,0.513477,0.482517,0.595804,0.692225,0.087365,0.658118,0.284593,0.462795,0
0.281328,0.44166,0.53952,0.308542,0.436436,0.463883,0.505513,0.278056,0.133131,0.550239,0.274701,0.264019,0.575279,0.495212,0.721045,0.540227,0.568511,0.484638,0.114923,0.7127,0.415544,0.418728,0
0.531741,0.378391,0.455516,0.346334,0.351967,0.304895,0.424002,0.534026,0.247541,0.484643,0.09133,0.025379,0.766584,0.543072,0.658116,0.523638,0.504085,0.370417,0.131602,0.632577,0.232925,0.398796,0
0.497623,0.374265,0.43318,0.409139,0.362426,0.314788,0.441134,0.65408,0.087737,0.424639,0.173716,0.259903,0.588167,0.381507,0.639398,0.631284,0.494244,0.403706,0.153775,0.560543,0.324918,0.366884,0
0.249051,0.358906,0.374069,0.459584,0.387309,0.397188,0.266616,0.494181,0.285623,0.56152,0.24312,0.2681,0.586326,0.251395,0.563501,0.474935,0.584107,0.380357,0.168359,0.527952,0.1612,0.335938,0
0.72504,0.23871,0.280439,0.459989,0.122713,0.423133,0.321052,0.239707,0.317377,0.709731,0.526267,0.496879,0.331386,0.296053,0.603042,0.524713,0.569625,0.257602,0.386437,0.69197,0.174531,0.310979,0
0.744349,0.276534,0.330375,0.401382,0.140452,0.399323,0.318363,0.321315,0.360106,0.756551,0.520895,0.450847,0.272432,0.308381,0.578183,0.513052,0.489231,0.293447,0.318513,0.694917,0.369633,0.333513,0
0.527794,0.439291,0.732571,0.413569,0.359512,0.595157,0.358091,0.31323,0.365769,0.529477,0.429267,0.360972,0.378046,0.12484,0.476036,0.50026,0.591348,0.511822,0.115261,0.665974,0.806393,0.452095,0
0.633576,0.283564,0.316462,0.432888,0.113618,0.470084,0.292459,0.330651,0.181319,0.706072,0.600721,0.350188,0.398906,0.247277,0.507854,0.616302,0.606758,0.237347,0.360317,0.661635,0.506817,0.311825,0
0.724437,0.361198,0.398962,0.346513,0.212225,0.541903,0.398678,0.379345,0.236262,0.697116,0.603931,0.403807,0.297005,0.300522,0.754367,0.385698,0.667657,0.380698,0.225108,0.812653,0.184288,0.405645,0
0.709281,0.35669,0.395052,0.241704,0.302082,0.730049,0.329097,0.478686,0.512974,0.512676,0.393789,0.366358,0.397653,0.268295,0.781694,0.449469,0.634794,0.370228,0.226408,0.910498,0.261138,0.48216,0
0.493739,0.343929,0.417613,0.424612,0.314166,0.368376,0.339283,0.586802,0.443398,0.437262,0.434907,0.449476,0.336734,0.466437,0.68954,0.485466,0.589491,0.39955,0.188377,0.560453,0.437207,0.34588,0
0.462698,0.436082,0.690156,0.388087,0.26339,0.450399,0.427989,0.407083,0.112064,0.495531,0.542303,0.302075,0.321703,0.49201,0.695767,0.424203,0.552172,0.470592,0.130655,0.701893,0.260647,0.423213,0
0.34167,0.433102,0.589005,0.378542,0.381184,0.493456,0.56472,0.444175,0.269184,0.58804,0.445053,0.324262,0.300493,0.335905,0.560305,0.423378,0.472893,0.559613,0.127651,0.671214,0.214451,0.400582,0
0.158731,0.527623,0.675867,0.366808,0.466329,0.452412,0.489702,0.512834,0.406908,0.567774,0.390454,0.428752,0.412085,0.349815,0.520666,0.431017,0.519681,0.692051,0.085207,0.649257,0.303545,0.461454,0
0.502389,0.292275,0.319245,0.490238,0.259824,0.469904,0.216416,0.507821,0.265578,0.27217,0.41778,0.432154,0.364824,0.302064,0.597984,0.3267,0.444857,0.25442,0.267491,0.53441,0.32652,0.293149,0
0.599552,0.331474,0.361134,0.485059,0.379208,0.340392,0.172978,0.478528,0.343616,0.497277,0.353745,0.285522,0.462606,0.432431,0.647131,0.267459,0.405681,0.297548,0.226556,0.412575,0.291895,0.278749,0
0.415969,0.379995,0.40182,0.335109,0.449796,0.639402,0.553502,0.407146,0.166955,0.695322,0.030527,0.107795,0.372257,0.240761,0.479031,0.300808,0.494244,0.325982,0.175408,0.654216,0.295825,0.346637,0
0.483128,0.499274,0.674363,0.390503,0.438935,0.401775,0.480355,0.416201,0.131832,0.449514,0.352952,0.368209,0.605224,0.287773,0.370669,0.478996,0.503528,0.568916,0.101463,0.582042,0.241398,0.431267,0
